expName	subject	pairs	block	trial	condition	rating	rt	correct	picName	timestamp
Discrimination_LookAtMe	18	2	1	1	1	1	2.541362291201949	True	stim\3 M078C + M057C.jpg	2019-01-03 17:01:40
Discrimination_LookAtMe	18	2	1	2	3	3	1.0132485888898373	True	stim\5 F053C + F048C.jpg	2019-01-03 17:01:50
Discrimination_LookAtMe	18	2	1	3	4	4	0.6106961630284786	True	stim\6 F053C.jpg	2019-01-03 17:02:00
Discrimination_LookAtMe	18	2	1	4	2	2	0.5193463112227619	True	stim\4 M078C.jpg	2019-01-03 17:02:09
Discrimination_LookAtMe	18	2	1	5	3	3	2.2384821139276028	True	stim\5 F053C + F048C.jpg	2019-01-03 17:02:21
Discrimination_LookAtMe	18	2	1	6	1	1	0.5488343597389758	True	stim\3 M078C + M057C.jpg	2019-01-03 17:02:30
Discrimination_LookAtMe	18	2	1	7	4	4	0.44488913891837	True	stim\6 F053C.jpg	2019-01-03 17:02:40
Discrimination_LookAtMe	18	2	1	8	2	2	0.5336825987324119	True	stim\4 M078C.jpg	2019-01-03 17:02:50
Discrimination_LookAtMe	18	2	1	9	2	2	1.0940165165811777	True	stim\4 M078C.jpg	2019-01-03 17:03:00
Discrimination_LookAtMe	18	2	1	10	1	1	0.7117214244790375	True	stim\3 M078C + M057C.jpg	2019-01-03 17:03:10
Discrimination_LookAtMe	18	2	1	11	3	3	0.7859126813709736	True	stim\5 F053C + F048C.jpg	2019-01-03 17:03:19
Discrimination_LookAtMe	18	2	1	12	4	4	0.6747033167630434	True	stim\6 F053C.jpg	2019-01-03 17:03:29
Discrimination_LookAtMe	18	2	1	13	3	3	1.1189371324144304	True	stim\5 F053C + F048C.jpg	2019-01-03 17:03:39
Discrimination_LookAtMe	18	2	1	14	4	4	1.0961663736961782	True	stim\6 F053C.jpg	2019-01-03 17:03:49
Discrimination_LookAtMe	18	2	1	15	1	1	0.7393564791418612	True	stim\3 M078C + M057C.jpg	2019-01-03 17:03:59
Discrimination_LookAtMe	18	2	1	16	2	2	0.8743699160404503	True	stim\4 M078C.jpg	2019-01-03 17:04:09
Discrimination_LookAtMe	18	2	1	17	4	4	2.2822151072323322	True	stim\6 F053C.jpg	2019-01-03 17:04:21
Discrimination_LookAtMe	18	2	1	18	3	3	0.8149277912452817	True	stim\5 F053C + F048C.jpg	2019-01-03 17:04:30
Discrimination_LookAtMe	18	2	1	19	2	2	0.9214444276876748	True	stim\4 M078C.jpg	2019-01-03 17:04:40
Discrimination_LookAtMe	18	2	1	20	1	1	1.3149064579047263	True	stim\3 M078C + M057C.jpg	2019-01-03 17:04:51
